timeStamp,hash,from,contractAddress,to,tokenName,tokenSymbol,value,dextools_price,dextools_price5m,dextools_variation5m,dextools_price1h,dextools_variation1h,dextools_price6h,dextools_variation6h,dextools_price24h,dextools_variation24h,dextools_circulatingSupply,dextools_totalSupply,dextools_mcap,dextools_fdv,dextools_holders,transaction_value_usd,market_cap_millions
2024-11-28 15:08:48,0x582629f26b088a43c651dc9a88aae9f5befb119dc6c6606dcbb197c3c8bd7276,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,0x80c62fe4487e1351b47ba49809ebd60ed085bf52,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,Clover,CLV,3800000000000000000000000,0.12621833744962077,0.0,0.0,0.0,0.0,0.0,0.0,0.10635206863671848,18.679720166762582,120000000.0,999999995.2225775,15146200.493954493,126218336.84662244,17671.0,4.796296823085589e+23,15.146200493954492
2024-11-28 15:10:56,0x5ec2790bc316cad7c2c92c8058e199612553190c248ea8ef1534c23a5eb61113,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,SuperVerse,SUPER,240000000000000000000000,1.7455575839716562,0.0,0.0,1.73958162049394,0.34352877768502044,1.7886596793761746,-2.4097426638225006,1.6241301294009953,7.476460929608231,487976093.41691726,999998077.4169173,851790370.6607612,1745554227.9921753,40459.0,4.1893382015319745e+23,851.7903706607613
2024-11-28 15:38:40,0x192a53111cc2655fb30b9f87baa42338ae75db7c3264c2e004fc95e6eacbd31b,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,StormX,STMX,8000000000000000000000000,0.008826816497483072,0.00770678570829408,14.53304700017295,0.008657234995279008,1.9588413886944211,0.008860420527221705,-0.3792599869881119,0.007880568820987458,12.007352489271783,12318405854.775316,12499999999.999998,105910064.59794968,107471358.15152259,0.0,7.061453197986457e+22,105.91006459794968
2024-11-28 18:29:20,0x2f32f10d6bb53e0485e9f546b64ad7708126c83be29a4dd00ebdf8980286cddb,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,Aethir Token,ATH,14638473810000000000000000,0.07925612321877705,0.07925612321877705,0.0,0.07835777862332285,1.1464651132756964,0.07482765599287236,5.918222570444431,0.07244945628629987,9.395055920888007,5217818110.0,41999999999.142685,413544035.0593264,3328757175.1206884,45172.0,1.1601886840202008e+24,413.5440350593264
2024-11-28 21:09:20,0x171d72aa0a454232b860c1242b6f003fc4ebddf74dc73e1ca69a9aba6f31e121,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,0x744d70fdbe2ba4cf95131626614a1763df805b9e,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,StatusNetwork,SNT,800000000000000000000000,0.06908872436196761,0.0,0.0,0.06834661783173065,1.0857984693025013,0.07114998181885733,-2.89705970992028,0.06881981649329283,0.3907419147230584,3996914543.1674137,6804870169.878169,276141727.1712332,470139799.48568857,82670.0,5.527097948957409e+22,276.1417271712332
2024-11-28 22:34:40,0x12c6be5523e19522244d944733fc907838537ec030ffac8a01e910da4de8caaa,0x08e7a0635983998675f07ada3bd53fe3bf71d885,0xd3aef756e77ff56d2efcdc8bbb84674038da42ac,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,The Lord Orian,ORIAN.,559000000000000000,0.0008821868169763302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420690000.0,0.0,371127.17203377234,66.0,493142430689768.56,0.0
2024-11-28 22:38:56,0x4adddb19f43f21e3350fcbc8bd7402b0387942fc0cc6e0f062ef88e817c53fa1,0x08e7a0635983998675f07ada3bd53fe3bf71d885,0xd3aef756e77ff56d2efcdc8bbb84674038da42ac,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,The Lord Orian,ORIAN.,559000000000000000,0.0008821868169763302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420690000.0,0.0,371127.17203377234,66.0,493142430689768.56,0.0
2024-11-28 23:40:48,0xd63cb3c96b88755de220dc17822900f6013152969f30c4bacc8bd14d3a4bc88b,0xdd4a6592b26ff63a32f90b9e28e8d9e6bb36d3c3,0x55d0c027569318f819e81718e484862e6556766a,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,Satoshiwifhat,SIF,50000000000000000,5.820386019393561e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,582038.6019393561,74.0,2910193009696.781,0.0
2024-11-28 23:51:28,0xa99f479719e49d6ca7ed1d058163b49b9f2103900799ba737d6784e9fa11d3cd,0x814217be3b2ab91e47a011eee6e14c3b3fe65dad,0x37843bc944edbb0477df943d9061d359004a4e70,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,AEROBUD,AEROBUD,810000000000000,0.00041357821570486755,0.0,0.0,0.0,0.0,0.0,0.0,0.00041357821570486755,0.0,0.0,1000000000.0,0.0,413578.21570486756,62.0,334998354720.9427,0.0
2024-11-29 01:25:20,0x94682bea2127a72d46a285a69dab91cb48eeee1060171ec53d4053d9f5c2c050,0xedc6bacdc1e29d7c5fa6f6eca6fdd447b9c487c9,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,Aethir Token,ATH,13200000000000000000000000,0.07925612321877705,0.07925612321877705,0.0,0.07835777862332285,1.1464651132756964,0.07482765599287236,5.918222570444431,0.07244945628629987,9.395055920888007,5217818110.0,41999999999.142685,413544035.0593264,3328757175.1206884,45172.0,1.0461808264878571e+24,413.5440350593264
